[Name],,,,,
Momentum and Mass,,,,,
,,,,,
[Data],,,,,
Accumulated Timestep,RMS P-Mass,RMS U-Mom,RMS V-Mom,RMS W-Mom,Current Timestep
8900,9.59E-05,1.34E-05,3.08E-05,2.72E-05,7.87E+03
8901,7.62E-05,9.53E-06,2.62E-05,2.81E-05,7.87E+03
8902,6.02E-05,1.20E-05,2.53E-05,3.46E-05,7.87E+03
8903,7.64E-05,1.15E-05,2.60E-05,3.14E-05,7.87E+03
8904,8.04E-05,1.52E-05,2.77E-05,3.70E-05,7.87E+03
8905,9.67E-05,2.44E-05,4.32E-05,3.35E-05,7.87E+03
8906,6.65E-05,1.44E-05,2.00E-05,1.60E-05,7.87E+03
8907,6.40E-05,9.88E-06,1.72E-05,2.23E-05,7.87E+03
8908,5.86E-05,1.02E-05,1.29E-05,1.22E-05,7.87E+03
8909,9.30E-05,1.40E-05,2.58E-05,2.82E-05,7.88E+03
8910,6.09E-05,7.40E-06,1.97E-05,1.96E-05,7.88E+03
8911,6.84E-05,7.95E-06,2.02E-05,2.03E-05,7.88E+03
8912,8.36E-05,1.09E-05,2.51E-05,2.52E-05,7.88E+03
8913,6.81E-05,1.18E-05,3.17E-05,3.18E-05,7.88E+03
8914,5.89E-05,7.61E-06,1.80E-05,2.17E-05,7.88E+03
8915,9.80E-05,1.99E-05,1.93E-05,2.37E-05,7.88E+03
8916,9.73E-05,1.58E-05,3.15E-05,5.84E-05,7.88E+03
8917,6.23E-05,7.79E-06,1.61E-05,3.68E-05,7.88E+03
8918,6.53E-05,8.90E-06,1.79E-05,4.82E-05,7.88E+03
8919,6.25E-05,7.95E-06,1.68E-05,4.83E-05,7.89E+03
8920,7.93E-05,1.08E-05,1.30E-05,3.66E-05,7.89E+03
8921,7.25E-05,1.03E-05,1.89E-05,4.21E-05,7.89E+03
8922,7.14E-05,8.12E-06,1.71E-05,3.85E-05,7.89E+03
8923,7.80E-05,1.14E-05,2.47E-05,4.29E-05,7.89E+03
8924,6.16E-05,9.52E-06,2.10E-05,3.51E-05,7.89E+03
8925,5.76E-05,9.56E-06,1.45E-05,2.56E-05,7.89E+03
8926,6.18E-05,1.33E-05,2.76E-05,2.60E-05,7.89E+03
8927,8.48E-05,1.72E-05,4.73E-05,5.37E-05,7.89E+03
8928,8.77E-05,1.33E-05,3.78E-05,4.73E-05,7.89E+03
8929,9.40E-05,1.07E-05,2.24E-05,3.68E-05,7.90E+03
8930,5.69E-05,7.35E-06,1.15E-05,1.91E-05,7.90E+03
8931,6.71E-05,1.13E-05,2.26E-05,2.44E-05,7.90E+03
8932,5.85E-05,1.13E-05,1.87E-05,2.43E-05,7.90E+03
8933,9.42E-05,1.28E-05,3.42E-05,3.24E-05,7.90E+03
8934,5.64E-05,6.60E-06,1.30E-05,1.35E-05,7.90E+03
8935,6.55E-05,6.58E-06,1.12E-05,1.26E-05,7.90E+03
8936,6.57E-05,7.91E-06,2.02E-05,2.19E-05,7.90E+03
8937,7.47E-05,9.06E-06,2.33E-05,1.56E-05,7.90E+03
8938,8.28E-05,1.15E-05,4.06E-05,2.75E-05,7.90E+03
8939,6.38E-05,8.19E-06,1.37E-05,1.79E-05,7.91E+03
8940,5.75E-05,1.04E-05,1.76E-05,3.24E-05,7.91E+03
8941,8.13E-05,1.04E-05,1.71E-05,2.40E-05,7.91E+03
8942,8.84E-05,8.20E-06,2.19E-05,3.24E-05,7.91E+03
8943,8.90E-05,1.27E-05,1.43E-05,2.97E-05,7.91E+03
8944,6.75E-05,7.45E-06,2.17E-05,2.55E-05,7.91E+03
8945,5.80E-05,7.68E-06,2.31E-05,2.00E-05,7.91E+03
8946,9.90E-05,1.30E-05,4.08E-05,4.69E-05,7.91E+03
8947,8.79E-05,1.06E-05,1.51E-05,4.45E-05,7.91E+03
8948,6.90E-05,8.12E-06,1.58E-05,2.24E-05,7.91E+03
8949,9.07E-05,1.43E-05,3.09E-05,3.66E-05,7.92E+03
8950,7.13E-05,1.22E-05,2.57E-05,3.41E-05,7.92E+03
8951,7.63E-05,1.13E-05,2.30E-05,3.12E-05,7.92E+03
8952,8.16E-05,1.08E-05,2.11E-05,2.94E-05,7.92E+03
8953,8.83E-05,1.26E-05,3.47E-05,3.30E-05,7.92E+03
8954,6.05E-05,9.77E-06,2.55E-05,2.99E-05,7.92E+03
8955,9.88E-05,1.09E-05,3.13E-05,2.98E-05,7.92E+03
8956,8.81E-05,9.48E-06,2.27E-05,2.60E-05,7.92E+03
8957,8.11E-05,8.45E-06,1.18E-05,2.18E-05,7.92E+03
8958,8.14E-05,9.35E-06,2.72E-05,2.24E-05,7.92E+03
8959,8.15E-05,7.89E-06,2.86E-05,1.92E-05,7.93E+03
8960,6.62E-05,7.86E-06,1.47E-05,1.71E-05,7.93E+03
8961,6.87E-05,8.06E-06,1.35E-05,1.95E-05,7.93E+03
8962,7.82E-05,9.35E-06,1.83E-05,2.83E-05,7.93E+03
8963,8.37E-05,7.82E-06,1.65E-05,2.57E-05,7.93E+03
8964,5.85E-05,6.15E-06,1.15E-05,1.33E-05,7.93E+03
8965,9.56E-05,1.09E-05,2.19E-05,2.53E-05,7.93E+03
8966,8.69E-05,1.03E-05,4.01E-05,3.21E-05,7.93E+03
8967,7.65E-05,1.30E-05,3.52E-05,2.95E-05,7.93E+03
8968,9.19E-05,1.15E-05,5.17E-05,2.54E-05,7.93E+03
8969,1.00E-04,1.08E-05,4.50E-05,2.83E-05,7.94E+03
8970,7.79E-05,9.40E-06,1.53E-05,3.03E-05,7.94E+03
8971,6.59E-05,8.64E-06,2.22E-05,2.42E-05,7.94E+03
8972,9.10E-05,1.20E-05,2.00E-05,4.15E-05,7.94E+03
8973,9.58E-05,9.70E-06,1.81E-05,5.59E-05,7.94E+03
8974,6.74E-05,5.63E-06,1.33E-05,3.01E-05,7.94E+03
8975,6.57E-05,1.03E-05,2.38E-05,3.30E-05,7.94E+03
8976,6.19E-05,8.47E-06,1.69E-05,2.76E-05,7.94E+03
8977,6.15E-05,9.25E-06,3.42E-05,3.12E-05,7.94E+03
8978,6.51E-05,1.13E-05,3.84E-05,4.47E-05,7.94E+03
8979,6.14E-05,9.34E-06,3.31E-05,3.96E-05,7.95E+03
8980,9.25E-05,7.61E-06,2.50E-05,3.28E-05,7.95E+03
8981,9.08E-05,2.65E-05,4.81E-05,5.17E-05,7.95E+03
8982,8.98E-05,2.10E-05,4.15E-05,2.74E-05,7.95E+03
8983,9.28E-05,1.26E-05,3.33E-05,2.08E-05,7.95E+03
8984,6.72E-05,1.08E-05,2.84E-05,1.91E-05,7.95E+03
8985,6.34E-05,1.12E-05,2.78E-05,2.57E-05,7.95E+03
8986,6.10E-05,1.06E-05,2.40E-05,2.44E-05,7.95E+03
8987,6.62E-05,8.33E-06,1.73E-05,1.81E-05,7.95E+03
8988,9.34E-05,1.54E-05,6.29E-05,3.64E-05,7.95E+03
8989,8.59E-05,1.49E-05,6.76E-05,3.80E-05,7.96E+03
8990,6.15E-05,1.38E-05,4.92E-05,3.53E-05,7.96E+03
8991,6.92E-05,1.58E-05,6.28E-05,4.10E-05,7.96E+03
8992,7.83E-05,1.04E-05,2.65E-05,2.12E-05,7.96E+03
8993,6.29E-05,1.06E-05,3.69E-05,2.57E-05,7.96E+03
8994,6.02E-05,7.59E-06,3.00E-05,2.30E-05,7.96E+03
8995,6.32E-05,8.19E-06,3.51E-05,1.98E-05,7.96E+03
8996,6.98E-05,1.36E-05,4.60E-05,3.51E-05,7.96E+03
8997,6.97E-05,8.53E-06,1.94E-05,1.63E-05,7.96E+03
8998,9.64E-05,1.09E-05,2.09E-05,3.39E-05,7.96E+03
8999,6.70E-05,7.65E-06,1.24E-05,2.51E-05,7.97E+03
9000,8.25E-05,2.04E-05,2.49E-05,4.04E-05,7.97E+03
9001,9.76E-05,2.87E-05,3.84E-05,7.07E-05,7.97E+03
9002,6.66E-05,9.08E-06,2.36E-05,2.80E-05,7.97E+03
9003,5.73E-05,8.70E-06,2.44E-05,3.24E-05,7.97E+03
9004,5.36E-05,6.76E-06,1.41E-05,2.97E-05,7.97E+03
9005,7.61E-05,2.03E-05,9.02E-05,8.83E-05,7.97E+03
9006,7.10E-05,1.79E-05,5.00E-05,4.69E-05,7.97E+03
9007,7.13E-05,1.45E-05,3.40E-05,3.56E-05,7.97E+03
9008,6.45E-05,1.39E-05,3.36E-05,4.31E-05,7.97E+03
9009,7.12E-05,1.38E-05,2.94E-05,4.21E-05,7.98E+03
9010,5.87E-05,7.48E-06,1.46E-05,3.10E-05,7.98E+03
9011,9.82E-05,1.07E-05,2.61E-05,4.53E-05,7.98E+03
9012,8.31E-05,1.38E-05,4.38E-05,3.85E-05,7.98E+03
9013,9.32E-05,9.96E-06,2.10E-05,3.99E-05,7.98E+03
9014,8.96E-05,1.28E-05,3.25E-05,2.43E-05,7.98E+03
9015,9.76E-05,1.34E-05,4.30E-05,3.97E-05,7.98E+03
9016,9.18E-05,1.26E-05,2.20E-05,2.81E-05,7.98E+03
9017,9.22E-05,1.25E-05,1.91E-05,3.06E-05,7.98E+03
9018,9.98E-05,1.55E-05,4.93E-05,4.01E-05,7.98E+03
9019,7.82E-05,1.33E-05,3.33E-05,2.44E-05,7.99E+03
9020,5.85E-05,1.40E-05,3.84E-05,2.71E-05,7.99E+03
9021,9.43E-05,2.62E-05,8.74E-05,6.46E-05,7.99E+03
9022,6.51E-05,1.27E-05,4.52E-05,2.94E-05,7.99E+03
9023,8.45E-05,1.45E-05,5.40E-05,5.50E-05,7.99E+03
9024,6.02E-05,1.26E-05,4.68E-05,3.50E-05,7.99E+03
9025,8.58E-05,1.37E-05,7.28E-05,5.15E-05,7.99E+03
9026,7.47E-05,1.62E-05,3.47E-05,4.17E-05,7.99E+03
9027,8.26E-05,1.42E-05,4.21E-05,6.47E-05,7.99E+03
9028,7.47E-05,1.16E-05,3.84E-05,6.81E-05,7.99E+03
9029,6.69E-05,1.85E-05,5.65E-05,4.30E-05,8.00E+03
9030,5.95E-05,1.13E-05,4.40E-05,3.45E-05,8.00E+03
9031,6.55E-05,7.60E-06,1.93E-05,2.26E-05,8.00E+03
9032,9.20E-05,2.38E-05,5.15E-05,5.87E-05,8.00E+03
9033,6.92E-05,1.22E-05,3.11E-05,3.29E-05,8.00E+03
9034,9.57E-05,1.79E-05,4.30E-05,4.27E-05,8.00E+03
9035,6.90E-05,1.29E-05,2.85E-05,3.73E-05,8.00E+03
9036,8.55E-05,1.10E-05,2.07E-05,4.16E-05,8.00E+03
9037,5.85E-05,6.66E-06,1.21E-05,2.47E-05,8.00E+03
9038,7.11E-05,1.21E-05,2.42E-05,3.85E-05,8.00E+03
9039,7.52E-05,1.39E-05,3.60E-05,6.37E-05,8.01E+03
9040,5.82E-05,9.38E-06,1.63E-05,1.95E-05,8.01E+03
9041,6.65E-05,7.61E-06,1.02E-05,1.61E-05,8.01E+03
9042,8.54E-05,1.00E-05,2.10E-05,3.11E-05,8.01E+03
9043,6.84E-05,8.72E-06,2.20E-05,1.81E-05,8.01E+03
9044,9.64E-05,1.23E-05,3.36E-05,5.43E-05,8.01E+03
9045,7.35E-05,1.34E-05,2.10E-05,5.38E-05,8.01E+03
9046,8.44E-05,9.73E-06,1.45E-05,3.36E-05,8.01E+03
9047,6.65E-05,9.50E-06,1.18E-05,1.89E-05,8.01E+03
9048,7.40E-05,1.28E-05,3.79E-05,3.82E-05,8.01E+03
9049,9.33E-05,1.75E-05,5.77E-05,7.76E-05,8.02E+03
9050,9.11E-05,3.83E-05,6.71E-05,5.05E-05,8.02E+03
9051,9.84E-05,5.12E-05,7.10E-05,4.17E-05,8.02E+03
9052,7.22E-05,1.10E-05,1.97E-05,1.57E-05,8.02E+03
9053,7.88E-05,1.55E-05,7.45E-05,4.49E-05,8.02E+03
9054,5.78E-05,5.83E-06,2.69E-05,1.47E-05,8.02E+03
9055,8.92E-05,9.39E-06,2.42E-05,3.61E-05,8.02E+03
9056,8.07E-05,1.55E-05,3.28E-05,5.79E-05,8.02E+03
9057,9.17E-05,1.24E-05,2.82E-05,5.28E-05,8.02E+03
9058,7.34E-05,9.16E-06,1.99E-05,3.89E-05,8.02E+03
9059,9.94E-05,1.72E-05,2.01E-05,3.06E-05,8.03E+03
9060,7.95E-05,1.42E-05,1.57E-05,3.12E-05,8.03E+03
9061,9.06E-05,1.15E-05,2.36E-05,5.50E-05,8.03E+03
9062,9.93E-05,1.56E-05,5.19E-05,4.85E-05,8.03E+03
9063,8.37E-05,1.31E-05,3.54E-05,3.02E-05,8.03E+03
9064,6.79E-05,8.92E-06,3.02E-05,2.68E-05,8.03E+03
9065,6.60E-05,8.02E-06,1.60E-05,2.19E-05,8.03E+03
9066,7.85E-05,1.19E-05,2.55E-05,4.71E-05,8.03E+03
9067,5.93E-05,5.92E-06,1.01E-05,2.07E-05,8.03E+03
9068,6.11E-05,6.15E-06,1.12E-05,1.47E-05,8.03E+03
9069,6.73E-05,7.23E-06,1.82E-05,1.94E-05,8.04E+03
9070,7.77E-05,1.22E-05,3.96E-05,5.29E-05,8.04E+03
9071,6.79E-05,8.85E-06,1.95E-05,2.68E-05,8.04E+03
9072,6.19E-05,9.77E-06,4.37E-05,4.02E-05,8.04E+03
9073,6.72E-05,8.59E-06,3.70E-05,3.33E-05,8.04E+03
9074,9.39E-05,1.07E-05,1.98E-05,2.95E-05,8.04E+03
9075,8.96E-05,7.55E-06,2.31E-05,2.46E-05,8.04E+03
9076,6.19E-05,1.36E-05,2.66E-05,2.33E-05,8.04E+03
9077,9.36E-05,1.90E-05,4.49E-05,4.02E-05,8.04E+03
9078,6.80E-05,1.23E-05,2.31E-05,2.00E-05,8.04E+03
9079,8.03E-05,1.51E-05,3.21E-05,2.84E-05,8.05E+03
9080,7.94E-05,7.80E-06,1.16E-05,1.88E-05,8.05E+03
9081,7.35E-05,1.38E-05,2.47E-05,2.24E-05,8.05E+03
9082,7.97E-05,7.83E-06,2.02E-05,1.59E-05,8.05E+03
9083,7.07E-05,9.70E-06,3.00E-05,2.63E-05,8.05E+03
9084,8.73E-05,1.16E-05,5.00E-05,4.64E-05,8.05E+03
9085,8.60E-05,9.50E-06,1.50E-05,2.07E-05,8.05E+03
9086,6.25E-05,6.32E-06,1.15E-05,1.70E-05,8.05E+03
9087,8.97E-05,1.89E-05,3.76E-05,6.20E-05,8.05E+03
9088,7.17E-05,9.26E-06,2.91E-05,4.67E-05,8.05E+03
9089,5.94E-05,8.60E-06,1.57E-05,2.76E-05,8.06E+03
9090,8.01E-05,7.98E-06,1.63E-05,3.02E-05,8.06E+03
9091,7.53E-05,6.10E-06,1.78E-05,2.65E-05,8.06E+03
9092,8.36E-05,1.32E-05,3.23E-05,5.39E-05,8.06E+03
9093,6.49E-05,9.08E-06,2.79E-05,4.81E-05,8.06E+03
9094,9.80E-05,1.03E-05,2.42E-05,3.37E-05,8.06E+03
9095,6.99E-05,1.01E-05,3.67E-05,3.45E-05,8.06E+03
9096,7.81E-05,1.12E-05,4.22E-05,3.40E-05,8.06E+03
9097,8.33E-05,1.02E-05,4.76E-05,3.63E-05,8.06E+03
9098,6.66E-05,8.09E-06,2.28E-05,2.81E-05,8.06E+03
9099,8.29E-05,9.26E-06,3.56E-05,4.77E-05,8.07E+03
9100,8.74E-05,1.20E-05,2.55E-05,4.03E-05,8.07E+03
9101,8.91E-05,1.38E-05,2.92E-05,3.79E-05,8.07E+03
9102,6.54E-05,6.33E-06,1.11E-05,1.11E-05,8.07E+03
9103,5.67E-05,8.89E-06,1.09E-05,1.24E-05,8.07E+03
9104,6.01E-05,6.18E-06,1.68E-05,1.41E-05,8.07E+03
9105,5.75E-05,6.89E-06,1.64E-05,1.30E-05,8.07E+03
9106,6.81E-05,9.45E-06,1.43E-05,2.85E-05,8.07E+03
9107,6.36E-05,7.93E-06,1.19E-05,2.55E-05,8.07E+03
9108,5.95E-05,7.79E-06,1.02E-05,1.79E-05,8.07E+03
9109,6.89E-05,9.52E-06,2.16E-05,1.90E-05,8.08E+03
9110,9.10E-05,1.35E-05,3.71E-05,3.04E-05,8.08E+03
9111,5.72E-05,7.11E-06,1.78E-05,2.04E-05,8.08E+03
9112,7.52E-05,1.11E-05,2.42E-05,2.98E-05,8.08E+03
9113,9.51E-05,1.27E-05,3.19E-05,4.44E-05,8.08E+03
9114,6.02E-05,4.45E-06,8.25E-06,1.02E-05,8.08E+03
9115,9.24E-05,8.71E-06,1.59E-05,2.00E-05,8.08E+03
9116,8.12E-05,7.17E-06,1.50E-05,1.47E-05,8.08E+03
9117,8.89E-05,1.52E-05,5.36E-05,6.66E-05,8.08E+03
9118,9.71E-05,1.61E-05,4.74E-05,6.16E-05,8.08E+03
9119,6.39E-05,8.49E-06,1.41E-05,2.21E-05,8.09E+03
9120,9.68E-05,1.65E-05,4.08E-05,4.68E-05,8.09E+03
9121,6.99E-05,6.15E-06,1.54E-05,1.95E-05,8.09E+03
9122,9.61E-05,1.87E-05,3.00E-05,3.89E-05,8.09E+03
9123,6.42E-05,7.79E-06,1.61E-05,2.57E-05,8.09E+03
9124,5.77E-05,9.33E-06,2.12E-05,2.07E-05,8.09E+03
9125,6.14E-05,7.33E-06,2.01E-05,1.73E-05,8.09E+03
9126,6.74E-05,7.14E-06,2.26E-05,1.94E-05,8.09E+03
9127,6.78E-05,5.93E-06,1.57E-05,1.43E-05,8.09E+03
9128,7.18E-05,8.05E-06,1.40E-05,1.64E-05,8.09E+03
9129,6.06E-05,7.30E-06,1.15E-05,1.41E-05,8.10E+03
9130,8.39E-05,7.34E-06,1.42E-05,1.59E-05,8.10E+03
9131,6.97E-05,1.72E-05,2.87E-05,2.90E-05,8.10E+03
9132,9.51E-05,2.25E-05,4.72E-05,4.99E-05,8.10E+03
9133,7.69E-05,1.35E-05,3.02E-05,3.14E-05,8.10E+03
9134,6.00E-05,1.03E-05,2.26E-05,1.38E-05,8.10E+03
9135,6.29E-05,7.28E-06,1.88E-05,1.32E-05,8.10E+03
9136,6.74E-05,9.41E-06,2.25E-05,3.38E-05,8.10E+03
9137,7.75E-05,2.02E-05,3.41E-05,4.17E-05,8.10E+03
9138,7.03E-05,1.51E-05,2.79E-05,3.12E-05,8.10E+03
9139,7.46E-05,1.10E-05,1.61E-05,1.72E-05,8.11E+03
9140,9.01E-05,1.51E-05,2.51E-05,3.59E-05,8.11E+03
9141,7.15E-05,7.59E-06,2.44E-05,2.19E-05,8.11E+03
9142,9.87E-05,1.16E-05,4.30E-05,3.56E-05,8.11E+03
9143,6.00E-05,8.30E-06,3.26E-05,3.23E-05,8.11E+03
9144,5.84E-05,9.83E-06,3.72E-05,2.96E-05,8.11E+03
9145,6.61E-05,7.20E-06,2.80E-05,1.93E-05,8.11E+03
9146,6.86E-05,1.60E-05,4.65E-05,3.58E-05,8.11E+03
9147,7.22E-05,1.29E-05,4.57E-05,3.45E-05,8.11E+03
9148,5.88E-05,8.16E-06,2.60E-05,2.54E-05,8.11E+03
9149,9.04E-05,1.39E-05,2.92E-05,2.98E-05,8.12E+03
9150,6.03E-05,1.52E-05,2.83E-05,2.60E-05,8.12E+03
9151,6.52E-05,8.01E-06,1.02E-05,1.31E-05,8.12E+03
9152,8.95E-05,1.99E-05,2.25E-05,3.59E-05,8.12E+03
9153,8.31E-05,1.37E-05,2.28E-05,3.21E-05,8.12E+03
9154,5.83E-05,8.40E-06,2.57E-05,1.39E-05,8.12E+03
9155,7.00E-05,8.94E-06,4.20E-05,2.45E-05,8.12E+03
9156,7.72E-05,1.05E-05,1.84E-05,2.62E-05,8.12E+03
9157,8.15E-05,1.01E-05,2.55E-05,4.61E-05,8.12E+03
9158,6.99E-05,9.83E-06,2.70E-05,3.48E-05,8.12E+03
9159,6.68E-05,5.87E-06,1.18E-05,1.00E-05,8.13E+03
9160,8.89E-05,7.95E-06,1.58E-05,2.46E-05,8.13E+03
9161,8.62E-05,1.08E-05,1.99E-05,2.31E-05,8.13E+03
9162,5.97E-05,6.67E-06,1.32E-05,9.69E-06,8.13E+03
9163,8.58E-05,9.60E-06,3.12E-05,1.28E-05,8.13E+03
9164,6.35E-05,6.48E-06,1.85E-05,1.02E-05,8.13E+03
9165,6.52E-05,7.40E-06,1.26E-05,1.55E-05,8.13E+03
9166,5.91E-05,5.67E-06,1.46E-05,1.30E-05,8.13E+03
9167,7.01E-05,1.45E-05,1.87E-05,1.73E-05,8.13E+03
9168,6.59E-05,7.75E-06,2.15E-05,1.30E-05,8.13E+03
9169,6.22E-05,1.01E-05,3.35E-05,2.03E-05,8.14E+03
9170,5.90E-05,6.47E-06,1.79E-05,1.32E-05,8.14E+03
9171,6.39E-05,1.10E-05,2.66E-05,2.92E-05,8.14E+03
9172,9.51E-05,1.51E-05,4.38E-05,3.15E-05,8.14E+03
9173,7.61E-05,1.04E-05,3.63E-05,2.26E-05,8.14E+03
9174,9.17E-05,1.20E-05,3.05E-05,2.13E-05,8.14E+03
9175,8.06E-05,1.55E-05,2.99E-05,2.84E-05,8.14E+03
9176,9.39E-05,1.12E-05,2.76E-05,2.64E-05,8.14E+03
9177,7.26E-05,8.06E-06,1.31E-05,1.56E-05,8.14E+03
9178,6.41E-05,1.07E-05,1.60E-05,1.58E-05,8.14E+03
9179,6.20E-05,7.93E-06,2.28E-05,2.09E-05,8.15E+03
9180,7.47E-05,8.02E-06,2.06E-05,2.11E-05,8.15E+03
9181,6.74E-05,1.32E-05,2.60E-05,1.60E-05,8.15E+03
9182,6.03E-05,1.22E-05,2.21E-05,1.58E-05,8.15E+03
9183,9.42E-05,1.56E-05,4.00E-05,2.53E-05,8.15E+03
9184,8.16E-05,1.02E-05,3.45E-05,2.14E-05,8.15E+03
9185,6.67E-05,1.03E-05,3.45E-05,1.95E-05,8.15E+03
9186,6.40E-05,9.02E-06,3.78E-05,2.25E-05,8.15E+03
9187,6.94E-05,1.31E-05,2.43E-05,2.71E-05,8.15E+03
9188,7.72E-05,9.17E-06,1.89E-05,2.27E-05,8.15E+03
9189,9.42E-05,8.30E-06,2.73E-05,3.65E-05,8.16E+03
9190,7.50E-05,7.52E-06,2.09E-05,1.94E-05,8.16E+03
9191,8.96E-05,1.25E-05,3.24E-05,3.59E-05,8.16E+03
9192,7.07E-05,7.25E-06,1.63E-05,1.71E-05,8.16E+03
9193,8.37E-05,7.83E-06,1.89E-05,1.37E-05,8.16E+03
9194,7.79E-05,7.96E-06,2.53E-05,1.86E-05,8.16E+03
9195,7.69E-05,1.62E-05,5.00E-05,3.92E-05,8.16E+03
9196,9.85E-05,1.30E-05,2.84E-05,3.10E-05,8.16E+03
9197,7.50E-05,6.18E-06,1.39E-05,1.38E-05,8.16E+03
9198,9.02E-05,8.48E-06,2.99E-05,2.79E-05,8.16E+03
9199,6.25E-05,8.10E-06,1.66E-05,1.61E-05,8.17E+03
9200,6.76E-05,5.24E-06,1.27E-05,1.69E-05,8.17E+03
9201,6.16E-05,9.79E-06,1.53E-05,2.26E-05,8.17E+03
9202,5.69E-05,1.41E-05,2.42E-05,2.18E-05,8.17E+03
9203,9.52E-05,1.52E-05,6.62E-05,4.46E-05,8.17E+03
9204,9.57E-05,1.33E-05,5.88E-05,3.33E-05,8.17E+03
9205,7.82E-05,1.15E-05,5.23E-05,3.89E-05,8.17E+03
9206,6.80E-05,5.28E-06,2.16E-05,1.77E-05,8.17E+03
9207,9.85E-05,7.65E-06,2.57E-05,3.11E-05,8.17E+03
9208,7.00E-05,1.31E-05,4.14E-05,2.26E-05,8.17E+03
9209,8.92E-05,1.26E-05,5.79E-05,2.87E-05,8.18E+03
9210,5.87E-05,9.83E-06,4.55E-05,2.44E-05,8.18E+03
9211,7.46E-05,1.43E-05,4.06E-05,3.45E-05,8.18E+03
9212,5.64E-05,6.97E-06,1.67E-05,1.55E-05,8.18E+03
9213,5.35E-05,4.71E-06,2.70E-05,1.07E-05,8.18E+03
9214,6.47E-05,9.31E-06,4.32E-05,2.15E-05,8.18E+03
9215,6.43E-05,1.02E-05,1.67E-05,1.72E-05,8.18E+03
9216,8.73E-05,1.02E-05,2.68E-05,2.23E-05,8.18E+03
9217,5.76E-05,9.66E-06,3.39E-05,2.32E-05,8.18E+03
9218,9.31E-05,1.35E-05,4.72E-05,3.54E-05,8.18E+03
9219,6.52E-05,9.18E-06,1.64E-05,2.11E-05,8.19E+03
9220,9.69E-05,2.10E-05,4.56E-05,3.13E-05,8.19E+03
9221,7.92E-05,1.61E-05,4.00E-05,2.46E-05,8.19E+03
9222,6.70E-05,9.95E-06,1.69E-05,1.17E-05,8.19E+03
9223,7.93E-05,1.18E-05,1.63E-05,2.14E-05,8.19E+03
9224,8.66E-05,8.10E-06,1.89E-05,2.87E-05,8.19E+03
9225,7.52E-05,6.01E-06,1.87E-05,1.44E-05,8.19E+03
9226,8.81E-05,8.91E-06,4.01E-05,2.46E-05,8.19E+03
9227,9.00E-05,9.48E-06,1.71E-05,1.75E-05,8.19E+03
9228,5.63E-05,6.79E-06,1.02E-05,1.71E-05,8.19E+03
9229,6.09E-05,5.62E-06,7.58E-06,1.74E-05,8.20E+03
9230,7.35E-05,7.03E-06,1.68E-05,2.32E-05,8.20E+03
9231,6.68E-05,5.72E-06,1.13E-05,1.33E-05,8.20E+03
9232,8.08E-05,8.62E-06,2.72E-05,2.10E-05,8.20E+03
9233,5.66E-05,7.06E-06,1.56E-05,1.89E-05,8.20E+03
9234,6.63E-05,6.99E-06,1.51E-05,1.64E-05,8.20E+03
9235,7.95E-05,1.35E-05,4.04E-05,2.55E-05,8.20E+03
9236,8.12E-05,3.71E-05,8.09E-05,4.81E-05,8.20E+03
9237,8.39E-05,1.64E-05,6.11E-05,4.10E-05,8.20E+03
9238,8.63E-05,1.87E-05,6.18E-05,4.98E-05,8.20E+03
9239,5.75E-05,9.03E-06,1.17E-05,1.69E-05,8.21E+03
9240,9.02E-05,1.03E-05,2.31E-05,2.76E-05,8.21E+03
9241,6.94E-05,6.94E-06,2.54E-05,1.46E-05,8.21E+03
9242,9.67E-05,1.39E-05,4.65E-05,2.36E-05,8.21E+03
9243,9.85E-05,1.65E-05,4.09E-05,1.94E-05,8.21E+03
9244,6.64E-05,1.24E-05,3.41E-05,1.74E-05,8.21E+03
9245,8.41E-05,8.65E-06,1.89E-05,1.70E-05,8.21E+03
9246,7.80E-05,7.13E-06,1.97E-05,1.43E-05,8.21E+03
9247,6.13E-05,7.30E-06,1.94E-05,1.22E-05,8.21E+03
9248,9.86E-05,1.67E-05,3.47E-05,4.58E-05,8.21E+03
9249,6.93E-05,1.23E-05,2.13E-05,2.51E-05,8.22E+03
9250,9.62E-05,9.20E-06,1.37E-05,2.29E-05,8.22E+03
9251,5.62E-05,5.54E-06,9.87E-06,7.63E-06,8.22E+03
9252,9.34E-05,8.63E-06,2.17E-05,3.44E-05,8.22E+03
9253,5.73E-05,4.67E-06,1.08E-05,2.08E-05,8.22E+03
9254,6.23E-05,8.53E-06,2.20E-05,1.87E-05,8.22E+03
9255,8.94E-05,8.13E-06,3.08E-05,2.76E-05,8.22E+03
9256,7.59E-05,7.77E-06,2.67E-05,2.29E-05,8.22E+03
9257,6.63E-05,5.92E-06,2.29E-05,1.80E-05,8.22E+03
9258,7.25E-05,7.71E-06,2.26E-05,1.56E-05,8.22E+03
9259,9.14E-05,1.36E-05,3.96E-05,3.25E-05,8.23E+03
9260,7.57E-05,1.39E-05,3.73E-05,3.28E-05,8.23E+03
9261,6.15E-05,8.48E-06,2.37E-05,1.97E-05,8.23E+03
9262,9.73E-05,1.02E-05,4.08E-05,3.29E-05,8.23E+03
9263,6.05E-05,7.32E-06,9.89E-06,1.41E-05,8.23E+03
9264,7.64E-05,2.11E-05,4.67E-05,1.45E-05,8.23E+03
9265,8.04E-05,1.42E-05,3.97E-05,1.84E-05,8.23E+03
